STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,TSUN,TMAX,TMIN
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140430,0,-9999,272,128
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140501,0,-9999,306,167
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140502,0,-9999,350,172
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140503,0,-9999,367,194
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140504,0,-9999,361,161
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140505,0,-9999,350,161
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140506,0,-9999,311,111
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140507,0,-9999,250,122
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140508,0,-9999,283,128
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140509,0,-9999,311,150
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140510,0,-9999,322,161
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140511,0,-9999,311,150
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140512,0,-9999,283,161
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140513,0,-9999,289,161
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140514,0,-9999,317,139
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140515,0,-9999,356,156
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140516,0,-9999,383,206
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140517,0,-9999,394,217
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140518,0,-9999,394,211
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140519,0,-9999,344,172
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140520,0,-9999,322,150
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140521,0,-9999,267,133
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140522,0,-9999,278,167
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140523,0,-9999,306,156
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140524,0,-9999,333,128
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140525,0,-9999,356,211
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140526,0,-9999,389,222
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140527,0,-9999,394,222
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140528,0,-9999,389,239
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140529,0,-9999,372,206
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140530,0,-9999,383,200
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140531,0,-9999,383,217
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140601,0,-9999,372,206
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140602,0,-9999,389,206
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140603,0,-9999,378,178
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140604,0,-9999,378,206
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140605,0,-9999,383,217
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140606,0,-9999,389,222
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140607,0,-9999,389,206
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140608,0,-9999,406,244
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140609,0,-9999,411,250
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140610,0,-9999,411,239
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140611,0,-9999,378,217
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140612,0,-9999,389,211
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140613,0,-9999,389,228
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140614,0,-9999,372,217
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140615,0,-9999,356,222
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140616,0,-9999,350,200
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140617,0,-9999,344,189
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140618,0,-9999,333,183
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140619,0,-9999,361,200
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140620,0,-9999,394,217
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140621,0,-9999,400,244
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140622,0,-9999,400,244
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140623,0,-9999,389,222
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140624,0,-9999,400,239
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140625,0,-9999,394,233
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140626,0,-9999,389,233
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140627,0,-9999,378,228
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140628,0,-9999,394,239
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140629,0,-9999,406,244
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140630,0,-9999,411,244
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140701,0,-9999,439,256
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140702,0,-9999,439,272
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140703,0,-9999,422,267
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140704,0,-9999,411,283
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140705,53,-9999,367,228
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140706,0,-9999,400,256
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140707,0,-9999,422,289
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140708,3,-9999,422,289
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140709,0,-9999,417,283
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140710,0,-9999,389,272
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140711,0,-9999,389,244
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140712,0,-9999,389,244
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140713,0,-9999,428,256
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140714,0,-9999,422,294
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140715,0,-9999,394,261
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140716,0,-9999,400,250
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140717,0,-9999,394,244
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140718,516,-9999,394,250
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140719,0,-9999,389,250
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140720,0,-9999,372,261
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140721,0,-9999,389,233
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140722,0,-9999,417,222
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140723,0,-9999,428,250
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140724,0,-9999,439,261
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140725,0,-9999,439,317
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140726,0,-9999,406,272
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140727,0,-9999,389,283
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140728,0,-9999,378,278
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140729,0,-9999,400,267
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140730,0,-9999,422,261
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140731,0,-9999,422,300
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140801,0,-9999,411,283
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140802,0,-9999,378,256
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140803,5,-9999,289,233
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140804,0,-9999,322,222
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140805,0,-9999,372,228
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140806,3,-9999,383,222
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140807,0,-9999,378,217
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140808,0,-9999,383,206
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140809,0,-9999,389,233
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140810,0,-9999,389,239
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140811,8,-9999,383,261
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140812,3,-9999,367,278
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140813,0,-9999,367,244
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140814,0,-9999,383,239
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140815,0,-9999,394,222
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140816,0,-9999,400,256
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140817,0,-9999,417,256
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140818,0,-9999,411,278
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140819,0,-9999,372,233
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140820,15,-9999,372,228
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140821,0,-9999,350,217
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140822,0,-9999,344,183
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140823,0,-9999,361,206
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140824,10,-9999,372,200
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140825,0,-9999,372,239
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140826,3,-9999,372,244
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140827,0,-9999,372,233
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140828,0,-9999,394,250
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140829,0,-9999,406,239
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140830,0,-9999,417,233
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140831,0,-9999,411,244
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140901,0,-9999,406,233
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140902,0,-9999,406,222
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140903,0,-9999,406,206
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140904,0,-9999,400,233
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140905,0,-9999,389,233
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140906,0,-9999,383,250
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140907,0,-9999,383,267
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140908,0,-9999,361,267
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140909,0,-9999,339,228
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140910,0,-9999,356,211
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140911,0,-9999,372,222
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140912,0,-9999,383,233
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140913,0,-9999,389,222
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140914,0,-9999,389,250
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140915,0,-9999,394,244
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140916,0,-9999,389,267
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140917,0,-9999,367,239
GHCND:USC00049099,TWENTYNINE PALMS CA US,602,34.128,-116.0369,20140918,0,-9999,372,261
